waktu,Demangan,Beringinharjo,Kranggan
05/05/2023,42800,42000,44000
08/05/2023,42800,42000,44000
09/05/2023,40800,40000,42000
10/05/2023,40800,40000,42000
11/05/2023,40800,40000,42000
12/05/2023,37800,37000,39000
15/05/2023,36800,36000,38000
16/05/2023,36800,36000,38000
17/05/2023,36800,36000,38000
18/05/2023,36800,36000,38000
19/05/2023,36800,36000,38000
22/05/2023,36800,36000,38000
23/05/2023,36800,36000,38000
24/05/2023,36800,36000,38000
25/05/2023,36800,36000,38000
26/05/2023,36800,36000,38000
29/05/2023,36800,36000,38000
30/05/2023,36800,36000,38000
31/05/2023,36800,36000,38000
01/06/2023,36800,36000,38000
02/06/2023,36800,36000,38000
05/06/2023,36800,36000,38000
06/06/2023,36800,36000,38000
07/06/2023,38800,38000,40000
08/06/2023,40800,40000,42000
09/06/2023,40800,40000,42000
12/06/2023,40800,40000,42000
13/06/2023,40800,40000,42000
14/06/2023,40800,40000,42000
15/06/2023,40800,40000,42000
16/06/2023,38800,38000,40000
19/06/2023,38800,38000,40000
20/06/2023,38800,38000,40000
21/06/2023,38800,38000,40000
22/06/2023,38800,38000,40000
23/06/2023,38800,38000,40000
26/06/2023,38800,38000,40000
27/06/2023,38800,38000,40000
28/06/2023,13300,12500,14500
29/06/2023,13300,12500,14500
30/06/2023,13300,12500,14500
03/07/2023,38800,38000,40000
04/07/2023,36800,36000,38000
05/07/2023,36800,36000,38000
06/07/2023,36800,36000,38000
07/07/2023,36800,36000,38000
10/07/2023,34800,34000,36000
11/07/2023,33800,33000,35000
12/07/2023,32800,32000,34000
13/07/2023,32800,32000,34000
14/07/2023,32800,32000,34000
17/07/2023,28800,28000,30000
18/07/2023,28800,28000,30000
19/07/2023,28800,28000,30000
20/07/2023,28800,28000,30000
21/07/2023,28800,28000,30000
24/07/2023,26800,26000,28000
25/07/2023,26800,26000,28000
26/07/2023,26800,26000,28000
27/07/2023,26800,26000,28000
28/07/2023,26800,26000,28000
31/07/2023,26800,26000,28000
01/08/2023,26800,26000,28000
02/08/2023,26800,26000,28000
03/08/2023,25800,25000,27000
04/08/2023,25800,25000,27000
07/08/2023,26800,26000,28000
08/08/2023,26800,26000,28000
09/08/2023,26800,26000,28000
10/08/2023,26800,26000,28000
11/08/2023,26800,26000,28000
14/08/2023,26800,26000,28000
15/08/2023,24800,24000,26000
16/08/2023,24800,24000,26000
17/08/2023,24800,24000,26000
18/08/2023,24800,24000,26000
21/08/2023,24800,24000,26000
22/08/2023,34800,34000,36000
23/08/2023,33800,33000,35000
24/08/2023,23800,23000,25000
25/08/2023,23800,23000,25000
28/08/2023,23800,23000,25000
29/08/2023,23800,23000,25000
30/08/2023,22800,22000,24000
31/08/2023,22800,22000,24000
01/09/2023,22800,22000,24000
04/09/2023,20800,20000,22000
05/09/2023,20800,20000,22000
06/09/2023,20800,20000,22000
07/09/2023,20800,20000,22000
08/09/2023,20800,20000,22000
11/09/2023,18800,18000,20000
12/09/2023,18800,18000,20000
13/09/2023,20800,20000,22000
14/09/2023,20800,20000,22000
15/09/2023,18800,18000,20000
18/09/2023,18800,18000,20000
19/09/2023,18800,18000,20000
20/09/2023,18800,18000,20000
21/09/2023,18800,18000,20000
22/09/2023,18800,18000,20000
25/09/2023,20800,20000,22000
26/09/2023,20800,20000,22000
27/09/2023,20800,20000,22000
28/09/2023,20800,20000,22000
29/09/2023,20800,20000,22000
01/11/2023,22800,22000,24000
02/11/2023,9300,22000,10500
03/11/2023,9300,22000,10500
06/11/2023,9300,22000,10500
07/11/2023,9300,22000,10500
08/11/2023,9300,22000,10500
09/11/2023,9300,22000,10500
10/11/2023,9300,22000,10500
13/11/2023,9300,22000,10500
14/11/2023,9300,22000,10500
15/11/2023,9300,22000,10500
16/11/2023,9300,22000,10500
17/11/2023,9300,22000,10500
20/11/2023,9300,22000,10500
21/11/2023,9300,22000,10500
22/11/2023,9300,22000,10500
23/11/2023,9300,22000,10500
24/11/2023,9300,22000,10500
27/11/2023,9300,22000,10500
28/11/2023,9300,22000,10500
29/11/2023,9300,22000,10500
30/11/2023,9300,22000,10500
